path,legacyStatus,legacyIndexable,legacyCanonical,legacySitemap,gone,redirect,redirectTarget,survivorDecision,v2State,contentStatus,technicalStatus,source,notes
"/รับจำนำลำโพง-marshall/","GONE","false","/รับจำนำลำโพง-marshall/","false","true","false","","","GONE","NOT_APPLICABLE","READY","gone-paths.ts",""
"/รับจำนำศรีสะเกษ/","GONE","false","/รับจำนำศรีสะเกษ/","false","true","false","","","GONE","NOT_APPLICABLE","READY","gone-paths.ts",""
"/รับจำนำอำนาจเจริญ/","GONE","false","/รับจำนำอำนาจเจริญ/","false","true","false","","","GONE","NOT_APPLICABLE","READY","gone-paths.ts",""
"/รับจำนำอุบล-2/","GONE","false","/รับจำนำอุบล-2/","false","true","false","","","GONE","NOT_APPLICABLE","READY","gone-paths.ts",""
"/รับจำนำอุบล/","GONE","false","/รับจำนำอุบล/","false","true","false","","","GONE","NOT_APPLICABLE","READY","gone-paths.ts",""
"/รับจำนำแมคบุ๊ค-จังหวัดย/","GONE","false","/รับจำนำแมคบุ๊ค-จังหวัดย/","false","true","false","","","GONE","NOT_APPLICABLE","READY","gone-paths.ts",""
"/รับจำนำโน๊ตบุ๊ค-ยโสธร/","GONE","false","/รับจำนำโน๊ตบุ๊ค-ยโสธร/","false","true","false","","","GONE","NOT_APPLICABLE","READY","gone-paths.ts",""
"/รับจำนำโน๊ตบุ๊คศรีสะเก/","GONE","false","/รับจำนำโน๊ตบุ๊คศรีสะเก/","false","true","false","","","GONE","NOT_APPLICABLE","READY","gone-paths.ts",""
"/รับจำนำโน๊ตบุ๊คอำนาจเจ/","GONE","false","/รับจำนำโน๊ตบุ๊คอำนาจเจ/","false","true","false","","","GONE","NOT_APPLICABLE","READY","gone-paths.ts",""
"/รับจำนำโน๊ตบุ๊คอุบล/","GONE","false","/รับจำนำโน๊ตบุ๊คอุบล/","false","true","false","","","GONE","NOT_APPLICABLE","READY","gone-paths.ts",""
"/รับจำนำไอแพด-จังหวัดยโส/","GONE","false","/รับจำนำไอแพด-จังหวัดยโส/","false","true","false","","","GONE","NOT_APPLICABLE","READY","gone-paths.ts",""
"/รับจำนำไอโฟน-11-รับจำนำ-iphone-11/","GONE","false","/รับจำนำไอโฟน-11-รับจำนำ-iphone-11/","false","true","false","","","GONE","NOT_APPLICABLE","READY","gone-paths.ts",""
"/รับจำนำไอโฟน-12-รับจำนำ-iphone-12/","GONE","false","/รับจำนำไอโฟน-12-รับจำนำ-iphone-12/","false","true","false","","","GONE","NOT_APPLICABLE","READY","gone-paths.ts",""
"/รับจำนำไอโฟน-13-รับจำนำ-iphone-13/","GONE","false","/รับจำนำไอโฟน-13-รับจำนำ-iphone-13/","false","true","false","","","GONE","NOT_APPLICABLE","READY","gone-paths.ts",""
"/รับจำนำไอโฟน-14-รับจำนำ-iphone-14/","GONE","false","/รับจำนำไอโฟน-14-รับจำนำ-iphone-14/","false","true","false","","","GONE","NOT_APPLICABLE","READY","gone-paths.ts",""
"/รับจำนำไอโฟน-จังหวัดยโส/","GONE","false","/รับจำนำไอโฟน-จังหวัดยโส/","false","true","false","","","GONE","NOT_APPLICABLE","READY","gone-paths.ts",""
"/รับจำนำไอโฟน-อุบล/","GONE","false","/รับจำนำไอโฟน-อุบล/","false","true","false","","","GONE","NOT_APPLICABLE","READY","gone-paths.ts",""
"/รับซื้อ-airpods/","ACTIVE","false","/รับซื้อ-airpods/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-android-tablet/","ACTIVE","false","/รับซื้อ-android-tablet/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-studio-display/","ACTIVE","false","/รับซื้อ-apple-studio-display/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-กระบี่/","ACTIVE","true","/รับซื้อ-apple-watch-กระบี่/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-กรุงเทพมหานคร/","ACTIVE","true","/รับซื้อ-apple-watch-กรุงเทพมหานคร/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-ขอนแก่น/","ACTIVE","true","/รับซื้อ-apple-watch-ขอนแก่น/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-ฉะเชิงเทรา/","ACTIVE","true","/รับซื้อ-apple-watch-ฉะเชิงเทรา/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-ชัยนาท/","ACTIVE","true","/รับซื้อ-apple-watch-ชัยนาท/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-ตรัง/","ACTIVE","true","/รับซื้อ-apple-watch-ตรัง/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-นครนายก/","ACTIVE","true","/รับซื้อ-apple-watch-นครนายก/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-นครราชสีมา/","ACTIVE","true","/รับซื้อ-apple-watch-นครราชสีมา/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-นครศรีธรรมราช/","ACTIVE","true","/รับซื้อ-apple-watch-นครศรีธรรมราช/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-ปทุมธานี/","ACTIVE","true","/รับซื้อ-apple-watch-ปทุมธานี/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-ประจวบคีรีขันธ์/","ACTIVE","true","/รับซื้อ-apple-watch-ประจวบคีรีขันธ์/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-ปราจีนบุรี/","ACTIVE","true","/รับซื้อ-apple-watch-ปราจีนบุรี/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-พระนครศรีอยุธยา/","ACTIVE","true","/รับซื้อ-apple-watch-พระนครศรีอยุธยา/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-พะเยา/","ACTIVE","true","/รับซื้อ-apple-watch-พะเยา/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-พัทลุง/","ACTIVE","true","/รับซื้อ-apple-watch-พัทลุง/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-พิษณุโลก/","ACTIVE","true","/รับซื้อ-apple-watch-พิษณุโลก/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-มหาสารคาม/","ACTIVE","true","/รับซื้อ-apple-watch-มหาสารคาม/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-มุกดาหาร/","ACTIVE","true","/รับซื้อ-apple-watch-มุกดาหาร/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-ยะลา/","ACTIVE","true","/รับซื้อ-apple-watch-ยะลา/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-ระนอง/","ACTIVE","true","/รับซื้อ-apple-watch-ระนอง/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-ราชบุรี/","ACTIVE","true","/รับซื้อ-apple-watch-ราชบุรี/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-สตูล/","ACTIVE","true","/รับซื้อ-apple-watch-สตูล/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-สมุทรสาคร/","ACTIVE","true","/รับซื้อ-apple-watch-สมุทรสาคร/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-สิงห์บุรี/","ACTIVE","true","/รับซื้อ-apple-watch-สิงห์บุรี/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-เชียงใหม่/","ACTIVE","true","/รับซื้อ-apple-watch-เชียงใหม่/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-เลย/","ACTIVE","true","/รับซื้อ-apple-watch-เลย/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-แพร่/","ACTIVE","true","/รับซื้อ-apple-watch-แพร่/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-apple-watch-ใกล้ฉัน/","REDIRECT","false","/รับซื้อ-apple-watch-ใกล้ฉัน/","false","false","true","/รับซื้อ-apple-watch/","","REDIRECT","NOT_APPLICABLE","READY","redirects",""
"/รับซื้อ-aruba/","ACTIVE","false","/รับซื้อ-aruba/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-buffalo-network/","ACTIVE","false","/รับซื้อ-buffalo-network/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-cctv/","ACTIVE","false","/รับซื้อ-cctv/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-dell-notebook/","ACTIVE","false","/รับซื้อ-dell-notebook/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-dyson/","ACTIVE","false","/รับซื้อ-dyson/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-external-harddisk/","ACTIVE","false","/รับซื้อ-external-harddisk/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-gaming-pc/","ACTIVE","false","/รับซื้อ-gaming-pc/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-harddisk-hitachi/","ACTIVE","false","/รับซื้อ-harddisk-hitachi/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-harddisk-lenovo/","ACTIVE","false","/รับซื้อ-harddisk-lenovo/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-harddisk-synology/","ACTIVE","false","/รับซื้อ-harddisk-synology/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-harddisk-toshiba/","ACTIVE","false","/รับซื้อ-harddisk-toshiba/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-harddisk-กล้องวงจรปิด/","ACTIVE","false","/รับซื้อ-harddisk-กล้องวงจรปิด/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-hdd-มือสอง/","ACTIVE","true","/รับซื้อ-hdd-มือสอง/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-hp-notebook/","ACTIVE","false","/รับซื้อ-hp-notebook/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-imac-กาญจนบุรี/","ACTIVE","true","/รับซื้อ-imac-กาญจนบุรี/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-imac-กาฬสินธุ์/","ACTIVE","true","/รับซื้อ-imac-กาฬสินธุ์/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-imac-จันทบุรี/","ACTIVE","true","/รับซื้อ-imac-จันทบุรี/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-imac-นครศรีธรรมราช/","ACTIVE","true","/รับซื้อ-imac-นครศรีธรรมราช/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-imac-บุรีรัมย์/","ACTIVE","true","/รับซื้อ-imac-บุรีรัมย์/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-imac-ปราจีนบุรี/","ACTIVE","true","/รับซื้อ-imac-ปราจีนบุรี/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-imac-มุกดาหาร/","ACTIVE","true","/รับซื้อ-imac-มุกดาหาร/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-imac-สมุทรสงคราม/","ACTIVE","true","/รับซื้อ-imac-สมุทรสงคราม/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-imac-สมุทรสาคร/","ACTIVE","true","/รับซื้อ-imac-สมุทรสาคร/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-imac-สิงห์บุรี/","ACTIVE","true","/รับซื้อ-imac-สิงห์บุรี/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-imac-หนองบัวลำภู/","ACTIVE","true","/รับซื้อ-imac-หนองบัวลำภู/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-imac-อำนาจเจริญ/","ACTIVE","true","/รับซื้อ-imac-อำนาจเจริญ/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-imac-อุตรดิตถ์/","ACTIVE","true","/รับซื้อ-imac-อุตรดิตถ์/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-imac-อุทัยธานี/","ACTIVE","true","/รับซื้อ-imac-อุทัยธานี/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-imac-เชียงใหม่/","ACTIVE","true","/รับซื้อ-imac-เชียงใหม่/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-ip-camera/","ACTIVE","false","/รับซื้อ-ip-camera/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-ipad-เชียงใหม่/","ACTIVE","false","/รับซื้อ-ipad-เชียงใหม่/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-iphone-จตุจักร/","ACTIVE","false","/รับซื้อ-iphone-จตุจักร/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-iphone-พระโขนง/","ACTIVE","false","/รับซื้อ-iphone-พระโขนง/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-iphone-ระยอง/","ACTIVE","false","/รับซื้อ-iphone-ระยอง/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-iphone-ลาดพร้าว/","ACTIVE","false","/รับซื้อ-iphone-ลาดพร้าว/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-iphone-ลำปาง/","ACTIVE","false","/รับซื้อ-iphone-ลำปาง/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-iphone-วังทองหลาง/","ACTIVE","false","/รับซื้อ-iphone-วังทองหลาง/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-iphone-ห้วยขวาง/","ACTIVE","false","/รับซื้อ-iphone-ห้วยขวาง/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-keyboard/","ACTIVE","false","/รับซื้อ-keyboard/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-mac-mini/","ACTIVE","false","/รับซื้อ-mac-mini/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-mac-studio/","ACTIVE","false","/รับซื้อ-mac-studio/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-macbook-air-ขอนแก่น/","ACTIVE","true","/รับซื้อ-macbook-air-ขอนแก่น/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-macbook-pro-ขอนแก่น/","ACTIVE","false","/รับซื้อ-macbook-pro-ขอนแก่น/","false","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-macbook-กาญจนบุรี/","ACTIVE","true","/รับซื้อ-macbook-กาญจนบุรี/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-macbook-กาฬสินธุ์-รับซื/","ACTIVE","true","/รับซื้อ-macbook-กาฬสินธุ์-รับซื/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-macbook-กำแพงเพชร/","ACTIVE","true","/รับซื้อ-macbook-กำแพงเพชร/","true","false","false","","","HOLD_NOINDEX","LEGACY_CONTENT","READY","legacy-posts",""
"/รับซื้อ-macbook-จังหวัดกาฬสินธ/","REDIRECT","false","/รับซื้อ-macbook-จังหวัดกาฬสินธ/","false","false","true","/รับซื้อแมคบุ๊ค/","NEW_REDIRECT","REDIRECT","NOT_APPLICABLE","READY","redirects",""
"/รับซื้อ-macbook-จังหวัดนครพนม/","REDIRECT","false","/รับซื้อ-macbook-จังหวัดนครพนม/","false","false","true","/รับซื้อแมคบุ๊ค/","NEW_REDIRECT","REDIRECT","NOT_APPLICABLE","READY","redirects",""
